key,level
PL432,nuts3
PL514,nuts3
RS211,nuts3
RS212,nuts3
PT185,nuts3
PT186,nuts3
PL219,nuts3
PL21A,nuts3
SE213,nuts3
PT11B,nuts3
PT11C,nuts3
PT11D,nuts3
PL417,nuts3
RS213,nuts3
RS214,nuts3
PL812,nuts3
PL515,nuts3
PL516,nuts3
RS215,nuts3
RS216,nuts3
PL843,nuts3
PL911,nuts3
PT11E,nuts3
PL224,nuts3
PL225,nuts3
PL227,nuts3
RS217,nuts3
RS218,nuts3
PT150,nuts3
PT16H,nuts3
PL418,nuts3
RS221,nuts3
RS222,nuts3
PT16I,nuts3
PL814,nuts3
PL517,nuts3
PL616,nuts3
RS223,nuts3
RS224,nuts3
RS225,nuts3
PL912,nuts3
PL913,nuts3
RS226,nuts3
RS227,nuts3
RS228,nuts3
PL22C,nuts3
PL411,nuts3
PL415,nuts3
RS229,nuts3
PL217,nuts3
PL414,nuts3
RO122,nuts3
PL424,nuts3
RO123,nuts3
RO216,nuts3
SE122,nuts3
RO221,nuts3
RO316,nuts3
PL428,nuts3
PL431,nuts3
RO317,nuts3
RO321,nuts3
RS110,nuts3
PL214,nuts3
PL218,nuts3
RO424,nuts3
RS121,nuts3
PT112,nuts3
PT119,nuts3
PT11A,nuts3
PL416,nuts3
RS122,nuts3
RS123,nuts3
RS124,nuts3
PL811,nuts3
HU331,nuts3
HU332,nuts3
PT16D,nuts3
PL713,nuts3
ITH36,nuts3
ITH37,nuts3
ITC13,nuts3
ITC14,nuts3
PL228,nuts3
PL229,nuts3
PL22A,nuts3
PL22B,nuts3
PL821,nuts3
PL822,nuts3
ITI22,nuts3
ITI31,nuts3
ITI32,nuts3
HU311,nuts3
ITC15,nuts3
PL426,nuts3
PL427,nuts3
PL922,nuts3
PL923,nuts3
ITG16,nuts3
ITG17,nuts3
ITG18,nuts3
ITC16,nuts3
HU312,nuts3
PT16J,nuts3
PT170,nuts3
ITH41,nuts3
ITH42,nuts3
HU313,nuts3
ITC17,nuts3
PL518,nuts3
PL714,nuts3
PL823,nuts3
ITI33,nuts3
ITI34,nuts3
ITI35,nuts3
ITI41,nuts3
ITC18,nuts3
HU321,nuts3
PL523,nuts3
PL924,nuts3
ITG19,nuts3
ITG25,nuts3
HU322,nuts3
IE042,nuts3
PL524,nuts3
PL613,nuts3
PL715,nuts3
PL721,nuts3
ITH43,nuts3
ITH44,nuts3
ITH51,nuts3
ITH52,nuts3
PL617,nuts3
PL618,nuts3
PL824,nuts3
ITI42,nuts3
ITI43,nuts3
PL619,nuts3
PL925,nuts3
ITG26,nuts3
ITG27,nuts3
ITH53,nuts3
PL622,nuts3
PT16E,nuts3
PT16F,nuts3
PT16G,nuts3
ITH54,nuts3
ITH55,nuts3
ITI44,nuts3
PL634,nuts3
PL636,nuts3
PL722,nuts3
ITI45,nuts3
LI000,nuts3
ITG28,nuts3
ITH56,nuts3
PL637,nuts3
PL638,nuts3
PL711,nuts3
PL841,nuts3
ITG29,nuts3
ITH57,nuts3
IE053,nuts3
IE061,nuts3
ITF45,nuts3
PL621,nuts3
PL926,nuts3
PT111,nuts3
ITH58,nuts3
ITH59,nuts3
ITC20,nuts3
ITC31,nuts3
ITC32,nuts3
PL623,nuts3
PL633,nuts3
PL712,nuts3
PT181,nuts3
PT184,nuts3
PL213,nuts3
ITH10,nuts3
HU323,nuts3
PL815,nuts3
HU233,nuts3
ITC12,nuts3
IE062,nuts3
PL921,nuts3
PT16B,nuts3
LT011,nuts3
ITG14,nuts3
ITG15,nuts3
IE052,nuts3
ITC33,nuts3
ITC34,nuts3
ITC41,nuts3
UKG12,nuts3
UKG13,nuts3
UKG21,nuts3
UKF22,nuts3
UKF24,nuts3
UKF25,nuts3
SE313,nuts3
UKM61,nuts3
UKM62,nuts3
UKM63,nuts3
TR521,nuts3
TR522,nuts3
TR611,nuts3
TR612,nuts3
TR833,nuts3
TR834,nuts3
TR901,nuts3
TR902,nuts3
TR903,nuts3
UKM92,nuts3
TRC12,nuts3
TRC13,nuts3
TRC21,nuts3
TRC22,nuts3
TRC31,nuts3
UKD36,nuts3
UKD37,nuts3
UKD41,nuts3
UKD42,nuts3
UKD44,nuts3
UKE21,nuts3
UKE22,nuts3
UKF30,nuts3
UKG11,nuts3
TR613,nuts3
TR621,nuts3
TR622,nuts3
TR631,nuts3
TR632,nuts3
TR904,nuts3
TR905,nuts3
TR906,nuts3
TRA11,nuts3
TRC32,nuts3
TRC33,nuts3
TRC34,nuts3
UKC11,nuts3
UKC12,nuts3
UKC13,nuts3
UKD45,nuts3
UKD46,nuts3
UKD47,nuts3
UKD61,nuts3
UKE31,nuts3
UKE32,nuts3
UKE41,nuts3
UKE42,nuts3
UKE44,nuts3
SI033,nuts3
SI034,nuts3
SI035,nuts3
TR633,nuts3
TR711,nuts3
TR712,nuts3
TR713,nuts3
TR714,nuts3
TR715,nuts3
TR721,nuts3
SE311,nuts3
SE321,nuts3
UKL16,nuts3
UKL17,nuts3
UKC14,nuts3
UKC21,nuts3
UKL18,nuts3
UKL21,nuts3
UKN07,nuts3
UKK42,nuts3
UKE45,nuts3
UKF11,nuts3
UKF12,nuts3
UKF13,nuts3
UKH23,nuts3
UKH24,nuts3
UKH25,nuts3
UKH31,nuts3
UKH32,nuts3
UKL24,nuts3
TR722,nuts3
TR723,nuts3
TR811,nuts3
TR812,nuts3
TR813,nuts3
SE322,nuts3
SI036,nuts3
UKJ14,nuts3
UKJ21,nuts3
UKJ22,nuts3
UKM50,nuts3
UKC22,nuts3
UKC23,nuts3
UKD11,nuts3
UKD33,nuts3
SI037,nuts3
SE312,nuts3
UKK13,nuts3
UKK14,nuts3
UKL22,nuts3
UKF14,nuts3
UKF15,nuts3
UKF16,nuts3
UKF21,nuts3
SK023,nuts3
SI038,nuts3
UKL14,nuts3
UKK41,nuts3
UKM65,nuts3
TR821,nuts3
TR822,nuts3
TR823,nuts3
TR831,nuts3
TR832,nuts3
SI041,nuts3
SI042,nuts3
UKL23,nuts3
TR424,nuts3
TR425,nuts3
TR510,nuts3
TR322,nuts3
TRB21,nuts3
UKD12,nuts3
UKD34,nuts3
UKD35,nuts3
SI043,nuts3
SE331,nuts3
SE332,nuts3
TRB22,nuts3
TRB23,nuts3
TRB24,nuts3
TRC11,nuts3
RO111,nuts3
RO112,nuts3
SK041,nuts3
SE231,nuts3
SE232,nuts3
RO211,nuts3
RO212,nuts3
SK021,nuts3
SE123,nuts3
RO226,nuts3
RO311,nuts3
SK042,nuts3
TR213,nuts3
SE124,nuts3
SE125,nuts3
RO414,nuts3
RO415,nuts3
TR221,nuts3
RO113,nuts3
TR323,nuts3
SE221,nuts3
RO213,nuts3
SK022,nuts3
TR412,nuts3
TR413,nuts3
TR421,nuts3
SE211,nuts3
RO312,nuts3
RO313,nuts3
TR100,nuts3
TR211,nuts3
TR212,nuts3
SE224,nuts3
SE110,nuts3
RO421,nuts3
RO422,nuts3
TR222,nuts3
TR331,nuts3
TR332,nuts3
RO114,nuts3
RO115,nuts3
TR333,nuts3
TR334,nuts3
TR411,nuts3
TRA12,nuts3
TRA13,nuts3
SE121,nuts3
RO214,nuts3
RO215,nuts3
TRA21,nuts3
TRA22,nuts3
TRA23,nuts3
TRA24,nuts3
UKD62,nuts3
PT187,nuts3
RO124,nuts3
RO314,nuts3
RO315,nuts3
UKD63,nuts3
UKD71,nuts3
UKD72,nuts3
TR321,nuts3
RO222,nuts3
RO223,nuts3
RO423,nuts3
RO116,nuts3
TR310,nuts3
TRB11,nuts3
RO322,nuts3
RO411,nuts3
RO121,nuts3
SI031,nuts3
TRB12,nuts3
TRB13,nuts3
TRB14,nuts3
UKD73,nuts3
UKD74,nuts3
UKE11,nuts3
PT200,nuts3
PT300,nuts3
SI032,nuts3
SI044,nuts3
UKE12,nuts3
UKE13,nuts3
TR422,nuts3
TR423,nuts3
RO125,nuts3
RO126,nuts3
SK010,nuts3
SK031,nuts3
SE214,nuts3
RO224,nuts3
RO225,nuts3
SK032,nuts3
SE212,nuts3
RO412,nuts3
RO413,nuts3
UKM83,nuts3
UKM84,nuts3
UKG23,nuts3
UKG31,nuts3
UKH36,nuts3
UKH37,nuts3
UKI31,nuts3
UKI32,nuts3
UKI33,nuts3
UKI34,nuts3
UKI41,nuts3
UKI42,nuts3
UKJ28,nuts3
UKJ31,nuts3
UKJ32,nuts3
UKJ34,nuts3
UKJ35,nuts3
UKM94,nuts3
UKM95,nuts3
UKN06,nuts3
UKN09,nuts3
UKN10,nuts3
UKM82,nuts3
UKH14,nuts3
UKH15,nuts3
UKJ11,nuts3
UKJ12,nuts3
UKJ13,nuts3
UKM91,nuts3
UKM93,nuts3
UKJ46,nuts3
UKK11,nuts3
UKK12,nuts3
UKL12,nuts3
UKL13,nuts3
UKM66,nuts3
UKM71,nuts3
UKM72,nuts3
UKH34,nuts3
UKH35,nuts3
UKJ25,nuts3
UKH16,nuts3
UKH17,nuts3
UKN11,nuts3
UKN12,nuts3
UKN13,nuts3
UKJ26,nuts3
UKJ27,nuts3
UKK15,nuts3
UKM73,nuts3
UKM75,nuts3
UKM76,nuts3
UKM78,nuts3
UKK21,nuts3
UKK23,nuts3
UKL11,nuts3
UKG32,nuts3
UKG22,nuts3
UKG33,nuts3
UKG36,nuts3
UKI43,nuts3
UKK22,nuts3
UKI44,nuts3
UKI45,nuts3
UKI51,nuts3
UKI52,nuts3
UKG24,nuts3
UKI53,nuts3
UKI54,nuts3
UKI61,nuts3
UKI62,nuts3
UKJ36,nuts3
UKJ37,nuts3
UKM64,nuts3
UKJ41,nuts3
UKM77,nuts3
UKM81,nuts3
UKK30,nuts3
UKN14,nuts3
UKN15,nuts3
UKG37,nuts3
UKG38,nuts3
UKG39,nuts3
UKH11,nuts3
UKH12,nuts3
UKH21,nuts3
UKI63,nuts3
UKI71,nuts3
UKI72,nuts3
UKI73,nuts3
UKI74,nuts3
UKI75,nuts3
UKJ43,nuts3
UKN08,nuts3
UKN16,nuts3
UKJ44,nuts3
UKJ45,nuts3
UKL15,nuts3
UKK43,nuts3
USA31039,county
USA53069,county
USA35011,county
USA31109,county
USA31129,county
USA72085,county
USA46099,county
USA48327,county
USA06091,county
USA21053,county
USA39063,county
USA48189,county
USA01027,county
USA48011,county
USA39003,county
USA13189,county
USA55111,county
USA05137,county
USA41063,county
USA42007,county
USA28061,county
USA29083,county
USA08109,county
USA37037,county
USA49033,county
USA40001,county
USA39085,county
USA51775,county
USA51121,county
USA47065,county
USA35035,county
USA35003,county
USA01091,county
USA56023,county
USA29011,county
USA48057,county
USA51735,county
USA54075,county
USA48077,county
USA51095,county
USA31101,county
USA31137,county
USA22019,county
USA22111,county
USA40135,county
USA01049,county
USA36101,county
USA42053,county
USA22105,county
USA51179,county
USA26109,county
USA18073,county
USA13025,county
USA13171,county
USA18151,county
USA48361,county
USA39047,county
USA25015,county
USA21003,county
USA37001,county
USA20073,county
USA25025,county
USA16051,county
USA48177,county
USA47115,county
USA26007,county
USA21231,county
USA47185,county
USA48147,county
USA20043,county
USA48265,county
USA12053,county
USA12129,county
USA12131,county
USA28017,county
USA02130,county
USA26035,county
USA20157,county
USA12127,county
USA40017,county
USA72115,county
USA78030,county
USA13115,county
USA32001,county
USA31181,county
USA17067,county
USA46067,county
USA41013,county
USA50011,county
USA26103,county
USA09007,county
USA37057,county
USA17025,county
USA29103,county
USA29117,county
USA42117,county
USA31043,county
USA26089,county
USA51181,county
USA48391,county
USA39017,county
USA13273,county
USA13063,county
USA56013,county
USA18115,county
USA13073,county
USA08115,county
USA30065,county
USA42043,county
USA46101,county
USA54079,county
USA34037,county
USA20039,county
USA18123,county
USA28145,county
USA31015,county
USA27095,county
USA38099,county
USA39115,county
USA39133,county
USA56041,county
USA32013,county
USA48247,county
USA08017,county
USA41005,county
USA05113,county
USA13193,county
USA18007,county
USA47129,county
USA46043,county
USA24047,county
USA17185,county
USA18069,county
USA21209,county
USA19053,county
USA18169,county
USA18003,county
USA18099,county
USA31171,county
USA38085,county
USA48127,county
USA27045,county
USA45023,county
USA27073,county
USA49005,county
USA55093,county
USA13049,county
USA13233,county
USA17113,county
USA23001,county
USA16055,county
USA32003,county
USA20147,county
USA31089,county
USA29101,county
USA55063,county
USA22021,county
USA21061,county
USA17005,county
USA17009,county
USA27085,county
USA55033,county
USA08027,county
USA29123,county
USA48353,county
USA42127,county
USA36091,county
USA48041,county
USA40095,county
USA24001,county
USA54103,county
USA55053,county
USA41007,county
USA53041,county
USA36003,county
USA19031,county
USA18117,county
USA13089,county
USA13227,county
USA30015,county
USA31017,county
USA47013,county
USA37069,county
USA24510,county
USA20111,county
USA19027,county
USA22107,county
USA47123,county
USA20075,county
USA19151,county
USA16045,county
USA05063,county
USA05085,county
USA18111,county
USA13119,county
USA12051,county
USA13265,county
USA48245,county
USA30059,county
USA08067,county
USA48027,county
USA28069,county
USA05019,county
USA41035,county
USA36075,county
USA72105,county
USA01019,county
USA48019,county
USA30087,county
USA35059,county
USA26153,county
USA36111,county
USA34007,county
USA17083,county
USA51085,county
USA20199,county
USA26003,county
USA05049,county
USA48215,county
USA37155,county
USA26123,county
USA41049,county
USA27153,county
USA05083,county
USA37109,county
USA05091,county
USA12095,county
USA08111,county
USA16041,county
USA13045,county
USA20161,county
USA48413,county
USA51167,county
USA37027,county
USA16065,county
USA18173,county
USA21001,county
USA21077,county
USA21097,county
USA23023,county
USA30097,county
USA48181,county
USA42059,county
USA02188,county
USA20051,county
USA01065,county
USA01105,county
USA01033,county
USA20151,county
USA21017,county
USA47149,county
USA13075,county
USA20101,county
USA40059,county
USA17147,county
USA48107,county
USA72053,county
USA01063,county
USA16033,county
USA19109,county
USA72151,county
USA38013,county
USA37063,county
USA19085,county
USA31103,county
USA19187,county
USA17151,county
USA47159,county
USA51089,county
USA51510,county
USA19101,county
USA30049,county
USA49013,county
USA40003,county
USA48119,county
USA47169,county
USA21193,county
USA46039,county
USA41029,county
USA72067,county
USA48507,county
USA31007,county
USA19121,county
USA12011,county
USA13279,county
USA26151,county
USA48397,county
USA26163,county
USA27105,county
USA27001,county
USA38071,county
USA37145,county
USA20195,county
USA28151,county
USA48133,county
USA28055,county
USA48123,county
USA48005,county
USA45081,county
USA29125,county
USA05001,county
USA29109,county
USA51540,county
USA17011,county
USA39145,county
USA37115,county
USA16053,county
USA39163,county
USA48309,county
USA16037,county
USA19089,county
USA12099,county
USA13181,county
USA01013,county
USA47165,county
USA51097,county
USA05015,county
USA51820,county
USA02220,county
USA41051,county
USA47061,county
USA27057,county
USA38081,county
USA36089,county
USA29179,county
USA06067,county
USA39125,county
USA18179,county
USA51063,county
USA06083,county
USA54005,county
USA28009,county
USA21055,county
USA19147,county
USA19159,county
USA37151,county
USA24015,county
USA18171,county
USA31077,county
USA31095,county
USA31151,county
USA21119,county
USA19045,county
USA27063,county
USA27039,county
USA27047,county
USA06009,county
USA25001,county
USA51119,county
USA42065,county
USA18089,county
USA47003,county
USA47027,county
USA17029,county
USA47097,county
USA41001,county
USA36097,county
USA26159,county
USA17131,county
USA21127,county
USA21175,county
USA21177,county
USA17049,county
USA47105,county
USA46025,county
USA15003,county
USA12041,county
USA18157,county
USA42109,county
USA48277,county
USA12086,county
USA31057,county
USA48289,county
USA08097,county
USA38035,county
USA18091,county
USA18057,county
USA51595,county
USA40081,county
USA20071,county
USA13145,county
USA13251,county
USA72127,county
USA48433,county
USA39069,county
USA33009,county
USA29145,county
USA18129,county
USA48311,county
USA17035,county
USA13297,county
USA27121,county
USA51157,county
USA51009,county
USA06111,county
USA17033,county
USA08093,county
USA06037,county
USA04027,county
USA13129,county
USA19025,county
USA12055,county
USA51580,county
USA50017,county
USA20113,county
USA04021,county
USA39051,county
USA08003,county
USA12017,county
USA72049,county
USA72051,county
USA47041,county
USA42031,county
USA46097,county
USA46073,county
USA18031,county
USA18037,county
USA51057,county
USA45089,county
USA36031,county
USA19195,county
USA40063,county
USA51027,county
USA51005,county
USA28087,county
USA18143,county
USA08099,county
USA48435,county
USA72121,county
USA40101,county
USA29043,county
USA72039,county
USA28073,county
USA18137,county
USA38057,county
USA13147,county
USA22049,county
USA51133,county
USA48157,county
USA55047,county
USA30073,county
USA55127,county
USA32021,county
USA17057,county
USA36103,county
USA18161,county
USA29119,county
USA31157,county
USA35047,county
USA01081,county
USA48367,county
USA38021,county
USA38003,county
USA27143,county
USA13293,county
USA06097,county
USA26033,county
USA16019,county
USA13013,county
USA13183,county
USA48271,county
USA40115,county
USA42033,county
USA26037,county
USA72133,county
USA17135,county
USA28003,county
USA28071,county
USA22043,county
USA29005,county
USA17115,county
USA26149,county
USA17055,county
USA30033,county
USA31001,county
USA27109,county
USA34039,county
USA72139,county
USA01097,county
USA46087,county
USA01057,county
USA01017,county
USA37131,county
USA08081,county
USA21087,county
USA18047,county
USA37013,county
USA72073,county
USA38015,county
USA37159,county
USA26071,county
USA27067,county
USA21237,county
USA48149,county
USA46081,county
USA23029,county
USA48045,county
USA26131,county
USA28015,county
USA41003,county
USA27133,county
USA42063,county
USA22061,county
USA42099,county
USA46137,county
USA48203,county
USA26013,county
USA40131,county
USA29019,county
USA72097,county
USA40015,county
USA08059,county
USA54011,county
USA48383,county
USA05141,county
USA08117,county
USA20035,county
USA05071,county
USA36041,county
USA51045,county
USA48083,county
USA02290,county
USA04017,county
USA28085,county
USA48357,county
USA48103,county
USA56003,county
USA47081,county
USA28143,county
USA29081,county
USA72029,county
USA18005,county
USA13223,county
USA39015,county
USA47141,county
USA38101,county
USA25027,county
USA39091,county
USA06031,county
USA06073,county
USA72123,county
USA13079,county
USA72103,county
USA29037,county
USA36027,county
USA48477,county
USA08101,county
USA29067,county
USA38009,county
USA37051,county
USA56017,county
USA26001,county
USA06061,county
USA05129,county
USA48305,county
USA36077,county
USA37153,county
USA37093,county
USA31131,county
USA42023,county
USA45035,county
USA27161,county
USA46015,county
USA47177,county
USA17023,county
USA21201,county
USA47095,county
USA45015,county
USA05051,county
USA20139,county
USA39155,county
USA48333,county
USA48359,county
USA42019,county
USA16049,county
USA20115,county
USA51029,county
USA37025,county
USA29225,county
USA49011,county
USA27033,county
USA12093,county
USA13291,county
USA19013,county
USA48403,county
USA39131,county
USA01125,county
USA01131,county
USA28097,county
USA31099,county
USA31087,county
USA10003,county
USA16081,county
USA17161,county
USA51073,county
USA05133,county
USA18017,county
USA16077,county
USA18015,county
USA42101,county
USA56043,county
USA37029,county
USA36109,county
USA05069,county
USA05079,county
USA55123,county
USA29093,county
USA48223,county
USA36001,county
USA48225,county
USA39111,county
USA20165,county
USA18107,county
USA20187,county
USA21129,county
USA27071,county
USA48029,county
USA08013,county
USA47089,county
USA40097,county
USA27165,county
USA16013,county
USA22053,county
USA46119,county
USA08031,county
USA40029,county
USA30011,county
USA48461,county
USA18051,county
USA31105,county
USA17093,county
USA11001,county
USA08085,county
USA27171,county
USA55059,county
USA08037,county
USA06075,county
USA08113,county
USA02020,county
USA12109,county
USA28019,county
USA29079,county
USA26085,county
USA26139,county
USA17031,county
USA17059,county
USA45047,county
USA20059,county
USA27027,county
USA47075,county
USA49003,county
USA28139,county
USA54051,county
USA54035,county
USA16039,county
USA24005,county
USA38005,county
USA29163,county
USA39087,county
USA29201,county
USA39001,county
USA48143,county
USA13137,county
USA13319,county
USA54061,county
USA39033,county
USA12027,county
USA09011,county
USA39059,county
USA26015,county
USA29209,county
USA51760,county
USA37169,county
USA19039,county
USA19065,county
USA06041,county
USA48381,county
USA48401,county
USA19181,county
USA39161,county
USA12043,county
USA13199,county
USA08023,county
USA48099,county
USA19001,county
USA13053,county
USA06043,county
USA29089,county
USA41047,county
USA55079,county
USA27139,county
USA39129,county
USA51145,county
USA08014,county
USA47099,county
USA26009,county
USA45069,county
USA16009,county
USA17103,county
USA31127,county
USA37031,county
USA20149,county
USA26075,county
USA48091,county
USA25019,county
USA45009,county
USA48007,county
USA13019,county
USA18165,county
USA26143,county
USA37005,county
USA06035,county
USA51610,county
USA12081,county
USA39119,county
USA08015,county
USA08025,county
USA08043,county
USA28109,county
USA28111,county
USA31041,county
USA12013,county
USA21117,county
USA19037,county
USA17037,county
USA19081,county
USA38089,county
USA26095,county
USA40019,county
USA37139,county
USA35055,county
USA28011,county
USA32023,county
USA47073,county
USA38011,county
USA42057,county
USA22055,county
USA48237,county
USA17175,county
USA40055,county
USA48211,county
USA16069,county
USA46129,county
USA06055,county
USA40033,county
USA29221,county
USA36011,county
USA48417,county
USA48407,county
USA19061,county
USA51075,county
USA20181,county
USA39139,county
USA17001,county
USA39021,county
USA33019,county
USA17075,county
USA19157,county
USA39169,county
USA13113,county
USA13141,county
USA48259,county
USA36039,county
USA51137,county
USA40089,county
USA13277,county
USA31025,county
USA46077,county
USA56009,county
USA36043,county
USA38047,county
USA26053,county
USA27005,county
USA01095,county
USA47173,county
USA54057,county
USA55003,county
USA17053,county
USA38029,county
USA06089,county
USA22113,county
USA05121,county
USA55085,county
USA22035,county
USA22037,county
USA22087,county
USA48481,county
USA02198,county
USA02195,county
USA48153,county
USA02275,county
USA21151,county
USA47009,county
USA30031,county
USA45031,county
USA01053,county
USA13143,county
USA20001,county
USA17041,county
USA51079,county
USA66010,county
USA55137,county
USA05065,county
USA06053,county
USA35017,county
USA29131,county
USA37193,county
USA02110,county
USA29165,county
USA29021,county
USA01083,county
USA18065,county
USA31143,county
USA39123,county
USA27107,county
USA19165,county
USA24013,county
USA19011,county
USA21159,county
USA27025,county
USA21189,county
USA42015,county
USA54029,county
USA29051,county
USA26021,county
USA42061,county
USA31045,county
USA51141,county
USA26119,county
USA26135,county
USA35007,county
USA17163,county
USA17189,county
USA42009,county
USA05127,county
USA20099,county
USA42073,county
USA39067,county
USA37003,county
USA34009,county
USA33005,county
USA27089,county
USA51101,county
USA08055,county
USA48255,county
USA47023,county
USA17171,county
USA49027,county
USA49029,county
USA48257,county
USA04011,county
USA04013,county
USA26129,county
USA47087,county
USA17159,county
USA01009,county
USA30051,county
USA48131,county
USA29173,county
USA48251,county
USA13061,county
USA41023,county
USA41011,county
USA48159,county
USA36113,county
USA51113,county
USA40005,county
USA17129,county
USA13015,county
USA12069,county
USA40111,county
USA38083,county
USA18049,county
USA20091,county
USA24009,county
USA55129,county
USA53031,county
USA72003,county
USA27169,county
USA28149,county
USA29003,county
USA29139,county
USA20021,county
USA37083,county
USA35043,county
USA21051,county
USA42035,county
USA41043,county
USA55065,county
USA40147,county
USA54077,county
USA69100,county
USA55135,county
USA48137,county
USA41037,county
USA29153,county
USA48473,county
USA01099,county
USA50009,county
USA51111,county
USA38097,county
USA13139,county
USA13283,county
USA13037,county
USA55125,county
USA27007,county
USA72043,county
USA72055,county
USA24019,county
USA42037,county
USA39023,county
USA48323,county
USA04019,county
USA35006,county
USA34005,county
USA50021,county
USA13099,county
USA25007,county
USA38049,county
USA31179,county
USA38045,county
USA16023,county
USA33007,county
USA38043,county
USA48273,county
USA18127,county
USA28101,county
USA37163,county
USA47127,county
USA12103,county
USA72019,county
USA17065,county
USA05105,county
USA20023,county
USA08029,county
USA19185,county
USA48165,county
USA01093,county
USA37189,county
USA51770,county
USA48317,county
USA48037,county
USA49057,county
USA29127,county
USA36045,county
USA19097,county
USA38063,county
USA36019,county
USA08045,county
USA29177,county
USA39073,county
USA01085,county
USA13043,county
USA19113,county
USA06105,county
USA13215,county
USA28135,county
USA20005,county
USA72081,county
USA48003,county
USA39109,county
USA48375,county
USA40133,county
USA45003,county
USA60020,county
USA06045,county
USA51550,county
USA69120,county
USA72153,county
USA56037,county
USA48169,county
USA54031,county
USA72001,county
USA55089,county
USA47163,county
USA45059,county
USA56011,county
USA55117,county
USA25013,county
USA48055,county
USA20029,county
USA06027,county
USA01037,county
USA19059,county
USA21095,county
USA20061,county
USA42011,county
USA47019,county
USA27083,county
USA51037,county
USA47179,county
USA45071,county
USA51093,county
USA41069,county
USA29023,county
USA22047,county
USA28125,county
USA51061,county
USA51750,county
USA32005,county
USA12037,county
USA18055,county
USA18139,county
USA55131,county
USA29105,county
USA42085,county
USA05031,county
USA29195,county
USA17193,county
USA17039,county
USA32033,county
USA27049,county
USA37173,county
USA12101,county
USA12119,county
USA36059,county
USA38091,county
USA18163,county
USA29071,county
USA37011,county
USA54107,county
USA55007,county
USA47161,county
USA55097,county
USA45063,county
USA24003,county
USA55039,county
USA54101,county
USA55061,county
USA48369,county
USA40151,county
USA21063,county
USA25003,county
USA29041,county
USA08103,county
USA08087,county
USA41045,county
USA34023,county
USA20167,county
USA17155,county
USA46055,county
USA47111,county
USA05023,county
USA01109,county
USA16003,county
USA25005,county
USA42107,county
USA38103,county
USA37045,county
USA05059,county
USA24021,county
USA17169,county
USA06051,county
USA06109,county
USA35013,county
USA13081,county
USA05027,county
USA38039,county
USA06095,county
USA19043,county
USA48449,county
USA54027,county
USA37125,county
USA20009,county
USA38087,county
USA22083,county
USA31071,county
USA22099,county
USA01119,county
USA01133,county
USA12117,county
USA28035,county
USA26065,county
USA20177,county
USA46061,county
USA27061,county
USA08073,county
USA36053,county
USA36115,county
USA18081,county
USA48445,county
USA35021,county
USA01121,county
USA55067,county
USA48155,county
USA19021,county
USA19129,county
USA48385,county
USA39041,county
USA37067,county
USA32510,county
USA19049,county
USA48065,county
USA13261,county
USA29223,county
USA45007,county
USA56007,county
USA30093,county
USA17177,county
USA26087,county
USA22027,county
USA28161,county
USA72093,county
USA26079,county
USA72005,county
USA22039,county
USA47069,county
USA04003,county
USA35023,county
USA38023,county
USA06071,county
USA08083,county
USA28023,county
USA19125,county
USA31055,county
USA51600,county
USA40057,county
USA29039,county
USA13059,county
USA16085,county
USA48275,county
USA05103,county
USA39037,county
USA40071,county
USA46041,county
USA41057,county
USA13077,county
USA28127,county
USA28131,county
USA06013,county
USA47017,county
USA51087,county
USA18119,county
USA36119,county
USA29017,county
USA54047,county
USA54033,county
USA37077,county
USA09009,county
USA31139,county
USA13023,county
USA13033,county
USA17181,county
USA17091,county
USA38051,county
USA31141,county
USA37185,county
USA72009,county
USA13197,county
USA46027,county
USA10005,county
USA13159,county
USA29175,county
USA20015,county
USA48209,county
USA48325,county
USA26105,county
USA45013,county
USA46135,county
USA55105,county
USA45077,county
USA53013,county
USA18023,county
USA17027,county
USA16067,county
USA42113,county
USA28121,county
USA48345,county
USA41039,county
USA48485,county
USA26155,county
USA20089,county
USA20123,county
USA12007,county
USA28091,county
USA28039,county
USA17085,county
USA18059,county
USA51620,county
USA48329,county
USA20171,county
USA30013,county
USA51660,county
USA17199,county
USA30029,county
USA72111,county
USA20189,county
USA21067,county
USA21091,county
USA46013,county
USA54001,county
USA47181,county
USA31013,county
USA42097,county
USA48469,county
USA51530,county
USA26147,county
USA31173,county
USA50015,county
USA51067,county
USA40011,county
USA53037,county
USA18135,county
USA49025,county
USA54093,county
USA72113,county
USA55023,county
USA01071,county
USA19123,county
USA20045,county
USA21059,county
USA21197,county
USA29097,county
USA41061,county
USA13151,county
USA38001,county
USA37137,county
USA21083,county
USA42021,county
USA47107,county
USA26093,county
USA08001,county
USA42069,county
USA40123,county
USA40037,county
USA48457,county
USA47175,county
USA40125,county
USA09013,county
USA35053,county
USA13003,county
USA12031,county
USA48145,county
USA05149,county
USA20033,county
USA21113,county
USA21171,county
USA40075,county
USA46079,county
USA37033,county
USA48377,county
USA39057,county
USA48489,county
USA72021,county
USA35028,county
USA02122,county
USA01003,county
USA19007,county
USA78010,county
USA51127,county
USA13263,county
USA36049,county
USA54015,county
USA18077,county
USA51019,county
USA35033,county
USA31011,county
USA29149,county
USA47083,county
USA42131,county
USA37107,county
USA18167,county
USA18039,county
USA51077,county
USA48303,county
USA27093,county
USA39005,county
USA31119,county
USA12085,county
USA08079,county
USA13085,county
USA13167,county
USA05095,county
USA29059,county
USA51143,county
USA02068,county
